university_name,university_domain,program_name,course_id,course_name,description,credits,level,verified_url,skills
MIT,mit.edu,Computer Science,6.S055,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,3-0-9,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S056,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,3-0-9,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S057,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S059,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S060,Special Subject in Electrical Engineering and Computer Science,Basic undergraduate subjects not offered in the regular curriculum.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S061,Special Subject in Electrical Engineering and Computer Science,Basic undergraduate subjects not offered in the regular curriculum.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S062,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S063,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S076,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S077,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S078,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S079,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S080,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S081,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S082,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S083,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S084,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S085,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S086,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S087,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S088,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S089,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S090,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S091,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S092,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S093,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S094,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S095,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S096,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S097,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S098,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S099,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S183,Special Laboratory Subject in Electrical Engineering and Computer Science,Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S184,Special Laboratory Subject in Electrical Engineering and Computer Science,Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S185,Special Laboratory Subject in Electrical Engineering and Computer Science,Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S186,Special Laboratory Subject in Electrical Engineering and Computer Science,Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S187,Special Laboratory Subject in Electrical Engineering and Computer Science,Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S188,Special Laboratory Subject in Electrical Engineering and Computer Science,Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S189,Special Laboratory Subject in Electrical Engineering and Computer Science,Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S190,Special Laboratory Subject in Electrical Engineering and Computer Science,Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S191,Special Laboratory Subject in Electrical Engineering and Computer Science,Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S192,Special Laboratory Subject in Electrical Engineering and Computer Science,Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S193,Special Laboratory Subject in Electrical Engineering and Computer Science,Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S197,Special Laboratory Subject in Electrical Engineering and Computer Science,Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S193-6.S198 Special Laboratory Subject in Electrical Engineering and Computer Science,,Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S911,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S912,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S913,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S914,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S915,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S916,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S917,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S918,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.S919,Special Subject in Electrical Engineering and Computer Science,Covers subject matter not offered in the regular curriculum.,,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.C01,Modeling with Machine Learning: from Algorithms to Applications,"Focuses on modeling with machine learning methods with an eye towards applications in engineering and sciences. Introduction to modern machine learning methods, from supervised to unsupervised models, with an emphasis on newer neural approaches. Emphasis on the understanding of how and why the methods work from the point of view of modeling, and when they are applicable. Using concrete examples, covers formulation of machine learning tasks, adapting and extending methods to given problems, and how the methods can and should be evaluated. Students taking graduate version complete additional assignments. Students cannot receive credit without completion of a 6-unit disciplinary module in the same semester.",2-0-4,undergraduate,https://catalog.mit.edu/subjects/6/,"Supervised Learning, Unsupervised Learning, Deep Learning, Neural Networks, Model Formulation, Model Adaptation, Model Evaluation, Machine Learning Modeling, Engineering Applications, Scientific Applications"
MIT,mit.edu,Computer Science,6.C011,Modeling with Machine Learning for Computer Science,"Focuses on in-depth modeling of engineering tasks as machine learning problems. Emphasizes framing, method design, and interpretation of results. In comparison to broader prerequisite 6.C01 , this project-oriented subject consists of deep dives into select technical areas or engineering tasks involving both supervised and exploratory uses of machine learning. Explores technical areas such robustness, interpretability, fairness and engineering tasks such as recommender systems, performance optimization, and automated design. Students taking graduate version complete additional assignments. Students cannot receive credit without completion of the core subject 6.C01 . Enrollment may be limited.",3-0-3,undergraduate,https://catalog.mit.edu/subjects/6/,"Machine Learning, Supervised Learning, Unsupervised Learning, Exploratory Data Analysis, Model Robustness, Model Interpretability, Algorithmic Fairness, Recommender Systems, Performance Optimization, Automated Design, Engineering Task Modeling, Method Design, Result Interpretation, Problem Framing"
MIT,mit.edu,Computer Science,6.C06[J],Linear Algebra and Optimization,See description under subject 18.C06[J] .,5-0-7,undergraduate,https://catalog.mit.edu/subjects/6/,"Please provide the text of the description for subject 18.C06[J]. Once provided, I will extract the skills according to your requirements."
MIT,mit.edu,Computer Science,6.C27[J],Computational Imaging: Physics and Algorithms,See description under subject 2.C27[J] .,3-0-9,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.C35[J],Interactive Data Visualization and Society,"Covers the design, ethical, and technical skills for creating effective visualizations. Short assignments build familiarity with the data analysis and visualization design process. Weekly lab sessions present coding and technical skills. A final project provides experience working with real-world big data, provided by external partners, in order to expose and communicate insights about societal issues. Students taking graduate version complete additional assignments. Enrollment limited. Enrollment limited.",3/4/2008,undergraduate,https://catalog.mit.edu/subjects/6/,"Data Visualization, Visualization Design, Tech Ethics, Data Analysis, Big Data, Data Communication"
MIT,mit.edu,Computer Science,6.C395[J],Algorithmic and Human Decision-Making (New),See description under subject 14.C395J.,4-0-8,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.C40[J],Ethics of Computing,See description under subject 24.C40[J] .,3-0-9,undergraduate,https://catalog.mit.edu/subjects/6/,
MIT,mit.edu,Computer Science,6.C571[J],Optimization Methods,See description under subject 15.C571J. One section primarily reserved for Sloan students; check syllabus for details.,4-0-8,undergraduate,https://catalog.mit.edu/subjects/6/,
Stanford University,stanford.edu,Computer Science,CS 1U,Practical Unix,"A practical introduction to using the Unix operating system with a focus on Linux command line skills. Class will consist of video tutorials and weekly hands-on lab sections. Topics include: grep and regular expressions, ZSH, Vim and Emacs, basic and advanced GDB features, permissions, working with the file system, revision control, Unix utilities, environment customization, and using Python for shell scripts. Topics may be added, given sufficient interest. Course website: http://cs1u.stanford.edu",1,undergraduate,https://explorecourses.stanford.edu/search?q=CS&filter-departmentcode-CS=on&filter-coursestatus-Active=on,"Unix, Linux, Command Line Interface, grep, Regular Expressions, ZSH, Vim, Emacs, GDB, File System Management, Revision Control, Unix Utilities, Environment Customization, Python, Shell Scripting"
Stanford University,stanford.edu,Computer Science,CS 7,Personal Finance for Engineers,"Introduction to the fundamentals and analysis specifically needed by engineers to make informed and intelligent financial decisions. Course will focus on actual industry-based financial information from technology companies and realistic financial issues. Topics include: behavioral finance, budgeting, debt, compensation, stock options, investing and real estate. No prior finance or economics experience required.",1,undergraduate,https://explorecourses.stanford.edu/search?q=CS&filter-departmentcode-CS=on&filter-coursestatus-Active=on,
Stanford University,stanford.edu,Computer Science,CS 9,Problem-Solving for the CS Technical Interview,"This course will prepare students to apply and interview for internships and full-time positions in the software engineering industry. Each week, we will have one meeting focused on advice (e.g. resume prep, behavioral interviews, salary negotiation, panel discussions with representatives from startups and big tech), and one meeting focused on working through and discussing one or more coding problems.",1,undergraduate,https://explorecourses.stanford.edu/search?q=CS&filter-departmentcode-CS=on&filter-coursestatus-Active=on,"Software Engineering, Resume Preparation, Behavioral Interviewing, Salary Negotiation, Algorithms, Problem Solving"
Stanford University,stanford.edu,Computer Science,CS 10N,Computer Play: An Unconventional Introduction to CS and EE,"Experimental introduction to computer science and electrical engineering. Students will learn to create interactive programs that understand sounds made by real-world musical instruments and the big ideas behind some of the core discoveries, surprises, and impossibilities at the core of CS and EE.",4,undergraduate,https://explorecourses.stanford.edu/search?q=CS&filter-departmentcode-CS=on&filter-coursestatus-Active=on,"interactive programming, audio signal processing, musical instrument sound recognition, digital signal processing, real-time audio analysis, human-computer interaction"
Stanford University,stanford.edu,Computer Science,CS 11SI,How to Make VR: Introduction to Virtual Reality Design and Development,"In this hands-on, experiential course, students will design and develop virtual reality applications. You'll learn how to use the Unity game engine, the most popular platform for creating immersive applications. The class will teach the design best practices and the creation pipeline for VR applications. Students will work in groups to present a final project in building an application for the Oculus Quest 2 headset. Enrollment is limited and by application only. See https://cs11si.stanford.edu for more information and the link to the application. Prerequisite: CS 106A or equivalent",2,undergraduate,https://explorecourses.stanford.edu/search?q=CS&filter-departmentcode-CS=on&filter-coursestatus-Active=on,"Unity, Virtual Reality application development, Oculus Quest 2 development, VR design best practices, VR creation pipeline, Experiential learning, Group collaboration, Project presentation"
Stanford University,stanford.edu,Computer Science,CS 12SI,Spatial Computing Workshop,"This one-unit workshop introduces UX design fundamentals for XR (Extended Reality) applications through a combination of hands-on work sessions and guest lectures from industry and academic experts, focusing on spatial prototyping and introducing Xcode for implementing applications on the Apple Vision Pro. Prerequisite: CS 106A or equivalent basic coding experience. Please go to cs12si.stanford.edu for an application link.",1,undergraduate,https://explorecourses.stanford.edu/search?q=CS&filter-departmentcode-CS=on&filter-coursestatus-Active=on,"UX design, XR design, spatial prototyping, Xcode, Apple Vision Pro development"
Stanford University,stanford.edu,Computer Science,CS 13SI,Introduction to Version Control with Git,"Introduction to version control systems and how they can be used to explore the history of changes in a software project, encourage best practices in the software development process, and aid in collaboration within software engineering teams. Students will learn how to use git to make modular changes in a software repository, explore parallel ideas with branches, merge changes from multiple collaborators, and more. Basic programming at the level of CS 106A is recommended.",1,undergraduate,https://explorecourses.stanford.edu/search?q=CS&filter-departmentcode-CS=on&filter-coursestatus-Active=on,"Git, Version Control Systems, Software Engineering, Software Development Lifecycle, Branching, Merging, Repository Management, Collaborative Development, Modular Programming"
Stanford University,stanford.edu,Computer Science,CS 21SI,AI for Social Good,"Students will explore challenging social issues, and learn about the opportunities and limitations for AI to empower human solutions! You'll learn about applying AI to real-world social good spaces (such as climate, education, and housing) and learn what this looks like in practice. The class provides a high-level overview of the machine learning and deep learning techniques that have already proven effective in tackling social problems. Overall, we aim to center the &quot;social good&quot; component of AI for Social Good and cover material you would not otherwise see in the AI curriculum at Stanford. The course structure alternates between instructional lectures and bi-weekly guest speakers at the forefront of technology for social good. Students will be given the chance to engage in a flexible combination of AI model building, discussion, and individual exploration. Special topics may include: tech ethics, human-centered AI, AI safety, education technology, mental health applications, AI in policy, assistive robotics. Prerequisites: programming experience at the level of CS106A and an interest in social impact! Application required for enrollment: http://tinyurl.com/cs21si2425. We encourage students from all disciplines and backgrounds to apply!",2,undergraduate,https://explorecourses.stanford.edu/search?q=CS&filter-departmentcode-CS=on&filter-coursestatus-Active=on,"Machine Learning, Deep Learning, AI Model Building, Tech Ethics, Human-Centered AI, AI Safety, Education Technology, AI Policy, Assistive Robotics, Robotics"
Stanford University,stanford.edu,Computer Science,CS 22A,"The Social & Economic Impact of Artificial Intelligence (INTLPOL 200, SYMSYS 122)","Recent advances in Generative AI are rapidly transforming how we live and work. This lecture course offers a non-technical exploration of its foundational principles, inherent strengths and limitations, and a comprehensive overview of its profound impact on our society and economy. We will delve into critical questions: How will AI reshape labor markets and jobs? What roles will it play in medical research, healthcare, education, entertainment, engineering, transportation, and the legal system? How will it be used - or misused - in democratic societies and autocratic regimes? Will it alter the geopolitical balance of power and the nature of warfare? How can we align these powerful systems with human values? Can machines genuinely create, or possess consciousness? Does the prospect of superintelligence mean the human race is doomed? Will the benefits of this technological revolution be broadly distributed, or accrue to a lucky few? Are we currently experiencing an 'AI bubble'? This course also demystifies essential jargon, such as 'transformers', 'prompt engineering', 'chain of thought', 'hallucination', 'jailbreaking', 'context rot', 'deepfakes', 'stochastic parrots', and 'algorithmic bias'. By equipping students with historical grounding, intellectual tools, ethical frameworks, and psychological perspectives, this course prepares them to thoughtfully navigate the complexities of the AI revolution. (Note: This course is pre-approved for credit at Stanford Law School (SLS) and the Graduate School of Business (GSB). GSB students must enroll in either SYMSYS 122 or INTLPOL 200 for GSB credit. No programming or prior technical knowledge is required.)",1,undergraduate,https://explorecourses.stanford.edu/search?q=CS&filter-departmentcode-CS=on&filter-coursestatus-Active=on,"Generative AI, Tech Ethics, AI Alignment, Transformers, Prompt Engineering, Chain of Thought, AI Hallucination, AI Jailbreaking, Deepfakes, Algorithmic Bias, Ethical Frameworks"
Stanford University,stanford.edu,Computer Science,CS 24,"Minds and Machines (LINGUIST 35, PHIL 99, PSYCH 35, SYMSYS 1, SYMSYS 200)","(Formerly SYMSYS 100). An overview of the interdisciplinary study of cognition, information, communication, and language, with an emphasis on foundational issues: What are minds? What is computation? What are rationality and intelligence? Can we predict human behavior? Can computers be truly intelligent? How do people and technology interact, and how might they do so in the future? Lectures focus on how the methods of philosophy, mathematics, empirical research, and computational modeling are used to study minds and machines. Students must take this course before being approved to declare Symbolic Systems as a major. All students interested in studying Symbolic Systems are urged to take this course early in their student careers. The course material and presentation will be at an introductory level, without prerequisites.",4,undergraduate,https://explorecourses.stanford.edu/search?q=CS&filter-departmentcode-CS=on&filter-coursestatus-Active=on,"Philosophy, Mathematics, Empirical research, Computational modeling"
Stanford University,stanford.edu,Computer Science,CS 25,Transformers United V6 (SYMSYS 25),"Since their introduction in 2017, Transformers have revolutionized Deep Learning, powering large language models (LLM) like ChatGPT and DeepSeek, image and video generation (e.g. Dall-E and Sora), and much more. In CS25, one of Stanford's hottest seminar courses, we delve into Transformer architectures and their diverse applications through classroom discussions and instructor and guest lectures. Topics include LLM, creative uses in art and music, healthcare, neuroscience, robotics, and so forth. We host leading researchers, with past speakers like Andrej Karpathy, Geoffrey Hinton, Jim Fan, Ashish Vaswani, and folks from OpenAI, Anthropic, Google DeepMind, NVIDIA, etc. Lectures are livestreamed and recorded, attracting a global audience with over a million total YouTube views. This is a 1-unit S/NC course, where attendance is the only homework! Enroll via Axess or audit through livestreams or in-person, space permitting. Prerequisites: basic Deep Learning and Transformers knowledge (understanding of attention) or completion of CS224N, CS231N, or CS230. Course website: https://web.stanford.edu/class/cs25/",1,undergraduate,https://explorecourses.stanford.edu/search?q=CS&filter-departmentcode-CS=on&filter-coursestatus-Active=on,"Transformer architecture, Deep Learning, Large Language Models (LLM), Attention mechanism, Image generation, Video generation, Generative AI, Machine Learning, Natural Language Processing, Computer Vision, Robotics, Healthcare AI, Neuroscience applications, Creative AI"
Stanford University,stanford.edu,Computer Science,CS 25N,Big Ideas in Cryptography,"Cryptography - securing data in the presence of an adversary - has been practiced for thousands of years. Today, cryptography is more ubiquitous than ever, as it is the foundation underlying our secure digital world. Modern cryptography is also characterized by surprising solutions to seemingly impossible tasks. In this seminar, we will survey some of the big ideas in cryptography, including cryptanalysis (including breaking the Enigma during WWII), methodologies behind the design of secure ciphers, public key cryptography (securely exchanging messages without ever having met in person to share a secret key), zero knowledge proofs (proving statements without revealing the proof), homomorphic encryption (performing computations on encrypted data), cryptocurrencies, and more. Prerequisites: Basic programming knowledge and mathematical maturity suggested.",3,undergraduate,https://explorecourses.stanford.edu/search?q=CS&filter-departmentcode-CS=on&filter-coursestatus-Active=on,"Cryptography, Cryptanalysis, Enigma cryptanalysis, Secure cipher design, Public-key cryptography, Zero-knowledge proofs, Homomorphic encryption, Cryptocurrencies"
Stanford University,stanford.edu,Computer Science,CS 26SI,Beyond NLP: CS & Language through Text Input & Design,"Where do Computer Science and Language intersect beyond NLP? In this class, we explore their overlaps through text entry and design. On the text-entry side, we will learn about the writing systems of the world and their encodings (there is so much more beyond the Latin alphabet!), how keyboards work and why they are designed this way, how autocorrect / predictive typing and voice / handwriting text input function, and accessibility of text input. On the design side, we will learn about typography &amp; typeface design, and l10n / i18n. This class will feature many case studies and a few guest speakers!",1,undergraduate,https://explorecourses.stanford.edu/search?q=CS&filter-departmentcode-CS=on&filter-coursestatus-Active=on,"Natural Language Processing, Text Entry Systems, Character Encoding, Unicode, Keyboard Design, Predictive Typing, Autocorrect, Voice Recognition, Handwriting Recognition, Accessibility, Typography, Typeface Design, Localization (l10n), Internationalization (i18n), Human-Computer Interaction (HCI)"
Stanford University,stanford.edu,Computer Science,CS 29N,Computational Decision Making,"Although we make decisions every day, many people base their decisions on initial reactions or &quot;&quot;gut&quot;&quot; feelings. There are, however, powerful frameworks for making decisions more effectively based on computationally analyzing the choices available and their possible outcomes. In this course we give an introduction to some of these frameworks, including utility theory, decision analysis, and game theory. We also discuss why people sometimes make seemingly reasonable, yet irrational, decisions. We begin the class by presenting some of the basics of probability theory, which serves as the main mathematical foundation for the decision making frameworks we will subsequently present. Although we provide a mathematical/computational basis for the decision making frameworks we examine, we also seek to give intuitive (and sometimes counterintuitive) explanations for actual decision making behavior through in-class demonstrations. No prior experience with probability theory is needed (we'll cover what you need to know in class), but students should be comfortable with mathematical manipulation at the level of Math 20 or Math 41.",3,undergraduate,https://explorecourses.stanford.edu/search?q=CS&filter-departmentcode-CS=on&filter-coursestatus-Active=on,"Utility Theory, Decision Analysis, Game Theory, Probability Theory, Computational Analysis"
Stanford University,stanford.edu,Computer Science,CS 31N,Counterfactuals: The Science of What Ifs?,"How might the past have changed if different decisions were made? This question has captured the fascination of people for hundreds of years. By precisely asking, and answering such questions of counterfactual inference, we have the opportunity to both understand the impact of past decisions (has climate change worsened economic inequality?) and inform future choices (can we use historical electronic medical records data about decision made and outcomes, to create better protocols to enhance patient health?). In this course I will introduce some of the most common quantitative approaches to counterfactual reasoning, as well as give a wide sampling of some of the many important problems and questions that can be addressed through the lens of counterfactual reasoning, including in climate change, healthcare and economics. No prior experience with counterfactual or &quot;what if&quot; reasoning, nor probability, is required.",3,undergraduate,https://explorecourses.stanford.edu/search?q=CS&filter-departmentcode-CS=on&filter-coursestatus-Active=on,"Counterfactual Inference, Counterfactual Reasoning, Quantitative Analysis, Statistical Modeling"
Stanford University,stanford.edu,Computer Science,CS 40,Cloud Infrastructure and Scalable Application Deployment,"Trying to launch your next viral programming project and anticipating substantial user growth? This course will help you learn to implement your ideas in the cloud in a scalable, cost-effective manner. Topics will include cloud AI/ML pipelines, virtual machines, containers, basic networking, expressing infrastructure as code (IaC), data management, security and observability, and continuous integration and deployment (CI/CD). Through hands-on learning and practical examples, you'll learn to effectively deploy and manage cloud infrastructure. There is no out-of-pocket cost associated with this class and cloud credits will be provided for all students. Prerequisites: Programming maturity up to CS 107. Familiarity with the command line, version control, and basic development tools to the level of CS 45/CS 104, in particular: Basic Unix command line utilities and administration; Editing code with a TUI editor such as vim, emacs, or nano; Using Git and GitHub for collaborative projects (i.e. branching and pull requests); Basic familiarity with package managers for languages and operating systems (e.g., pip, apt, homebrew); Prior web development or networking experience helpful but not required.",3,undergraduate,https://explorecourses.stanford.edu/search?q=CS&filter-departmentcode-CS=on&filter-coursestatus-Active=on,"Cloud AI/ML pipelines, Virtual Machines, Containers, Basic Networking, Infrastructure as Code, Data Management, Security, Observability, CI/CD, Unix Command Line, Version Control, Git, GitHub, Branching, Pull Requests, vim, emacs, nano, pip, apt, homebrew"
